Agency,Name,Position,Remuneration,Expenses,Year,Sector
BCIT,"Beresford, Pete",,79969,0,2020/2021,Universities and Colleges
BCIT,"Grewal, Inderde",,79971,5820,2020/2021,Universities and Colleges
BCIT,"Gyger, Rachel, J",,79971,0,2020/2021,Universities and Colleges
BCIT,"Emery, Trevor",,79976,1136,2020/2021,Universities and Colleges
BCIT,"Chilana, Jasmit",,80002,0,2020/2021,Universities and Colleges
BCIT,"MacDonald, Dan",,80010,0,2020/2021,Universities and Colleges
BCIT,"McClain, Steven",,80080,2314,2020/2021,Universities and Colleges
BCIT,"Marin, Bogdan, N",,80173,0,2020/2021,Universities and Colleges
BCIT,"Sajid, Ghulam",,80207,0,2020/2021,Universities and Colleges
BCIT,"Keilbart, Ken, K",,80210,3156,2020/2021,Universities and Colleges
BCIT,"Skipper, Philip",,80265,0,2020/2021,Universities and Colleges
BCIT,"Goodnough, Jaso",,80270,0,2020/2021,Universities and Colleges
BCIT,"Siljander, Mark",,80377,1871,2020/2021,Universities and Colleges
BCIT,"Cowan, James, Da",,80411,4546,2020/2021,Universities and Colleges
BCIT,"Auld, Stacey",,80632,1203,2020/2021,Universities and Colleges
BCIT,"Pillay, Alysha",,80656,3298,2020/2021,Universities and Colleges
BCIT,"Lau, Ying, Yin",,80687,107,2020/2021,Universities and Colleges
BCIT,"Keith, Jonathan",,80762,0,2020/2021,Universities and Colleges
BCIT,"Tsao, Haruna",,80762,406,2020/2021,Universities and Colleges
BCIT,"James, Bradley",,80799,0,2020/2021,Universities and Colleges
BCIT,"Chou, Wen-Chen",,80846,0,2020/2021,Universities and Colleges
BCIT,"MacInnis, Britn",,80859,0,2020/2021,Universities and Colleges
BCIT,"Snider, Timothy",,80896,0,2020/2021,Universities and Colleges
BCIT,"Waterman, Jim",,80935,0,2020/2021,Universities and Colleges
BCIT,"Manhas, Bhupind",,81085,202,2020/2021,Universities and Colleges
BCIT,"Krapchan, Ludmi",,81110,213,2020/2021,Universities and Colleges
BCIT,"Dotto, Jonathan",,81120,0,2020/2021,Universities and Colleges
BCIT,"Jones, Vince, N",,81139,3796,2020/2021,Universities and Colleges
BCIT,"Kliemantat, Mir",,81158,0,2020/2021,Universities and Colleges
BCIT,"Chech, Mathew, S",,81204,291,2020/2021,Universities and Colleges
BCIT,"Kader, Barbara",,81261,51,2020/2021,Universities and Colleges
BCIT,"Zikakis, Lindsey",,81261,683,2020/2021,Universities and Colleges
BCIT,"Baylon, Cecilia",,81324,0,2020/2021,Universities and Colleges
BCIT,"Murray, Valerie",,81324,0,2020/2021,Universities and Colleges
BCIT,"Penny, Michelle",,81324,1876,2020/2021,Universities and Colleges
BCIT,"Sidhu, Carmine",,81324,0,2020/2021,Universities and Colleges
BCIT,"Kim, Siwon",,81338,411,2020/2021,Universities and Colleges
BCIT,"Nakui, Erica",,81340,425,2020/2021,Universities and Colleges
BCIT,"Lam, Angela",,81357,688,2020/2021,Universities and Colleges
BCIT,"Reamsbottom, St",,81365,0,2020/2021,Universities and Colleges
BCIT,"Clark, Suzanne",,81372,2020,2020/2021,Universities and Colleges
BCIT,"Sull, Sarbjit",,81386,301,2020/2021,Universities and Colleges
BCIT,"Martin, Corry",,81405,0,2020/2021,Universities and Colleges
BCIT,"Sreenath, Remya",,81416,8122,2020/2021,Universities and Colleges
BCIT,"Weintraub, Jenn",,81416,26,2020/2021,Universities and Colleges
BCIT,"Walls, Kevin, Ch",,81443,0,2020/2021,Universities and Colleges
BCIT,"Leathers, Jonat",,81492,1092,2020/2021,Universities and Colleges
BCIT,"Lovett, Douglas",,81499,0,2020/2021,Universities and Colleges
BCIT,"Naish, Gillian",,81543,0,2020/2021,Universities and Colleges
BCIT,"Nymark, Dennis",,81574,0,2020/2021,Universities and Colleges
BCIT,"Kornienko, Anna",,81577,0,2020/2021,Universities and Colleges
BCIT,"Piva, Jeffrey, A",,81599,1846,2020/2021,Universities and Colleges
BCIT,"Gribov, Shulami",,81638,0,2020/2021,Universities and Colleges
BCIT,"Nicholson, Trav",,81659,0,2020/2021,Universities and Colleges
BCIT,"Lewis, Ann, Shar",,81691,1210,2020/2021,Universities and Colleges
BCIT,"German, Christi",,81765,693,2020/2021,Universities and Colleges
BCIT,"Stewart, Ronald",,81821,0,2020/2021,Universities and Colleges
BCIT,"Morgan, Peter, A",,82080,11419,2020/2021,Universities and Colleges
BCIT,"Mafatow, Michae",,82103,0,2020/2021,Universities and Colleges
BCIT,"Gillman, Christ",,82267,0,2020/2021,Universities and Colleges
BCIT,"Parks, Kenneth",,82358,1570,2020/2021,Universities and Colleges
BCIT,"Gilbert, Kelly",,82365,606,2020/2021,Universities and Colleges
BCIT,"Mattu, Kuldeep",,82420,28,2020/2021,Universities and Colleges
BCIT,"Prakash, Anthon",,82523,0,2020/2021,Universities and Colleges
BCIT,"Woods, David",,82610,0,2020/2021,Universities and Colleges
BCIT,"Jackson, Breena",,82668,2807,2020/2021,Universities and Colleges
BCIT,"Owen, Sean, Will",,82767,0,2020/2021,Universities and Colleges
BCIT,"Smith, Pamela, L",,82886,0,2020/2021,Universities and Colleges
BCIT,"Thompson, Debbi",,82931,0,2020/2021,Universities and Colleges
BCIT,"Tooyserkani, Za",,82931,0,2020/2021,Universities and Colleges
BCIT,"Hoy, Kevin",,82943,1313,2020/2021,Universities and Colleges
BCIT,"Karela, Josef",,83118,0,2020/2021,Universities and Colleges
BCIT,"Bonilla, Pilar",,83259,0,2020/2021,Universities and Colleges
BCIT,"Torillo, Maria",,83279,0,2020/2021,Universities and Colleges
BCIT,"Heir, Gurthial",,83285,0,2020/2021,Universities and Colleges
BCIT,"Buchanan, Dougl",,83365,0,2020/2021,Universities and Colleges
BCIT,"Karppinen, Davi",,83379,0,2020/2021,Universities and Colleges
BCIT,"Ma, Mabel",,83381,0,2020/2021,Universities and Colleges
BCIT,"Butorac, Dennis",,83416,0,2020/2021,Universities and Colleges
BCIT,"Phelan, Richard",,83454,0,2020/2021,Universities and Colleges
BCIT,"James, Nathan, G",,83460,0,2020/2021,Universities and Colleges
BCIT,"Devic, Adisa",,83492,541,2020/2021,Universities and Colleges
BCIT,"Griffith, Chris",,83500,30,2020/2021,Universities and Colleges
BCIT,"Nicholson, Shau",,83716,0,2020/2021,Universities and Colleges
BCIT,"Howatt, Trudi",,83822,1192,2020/2021,Universities and Colleges
BCIT,"Niland, James, L",,83939,145,2020/2021,Universities and Colleges
BCIT,"Bagnall, Brent",,83981,0,2020/2021,Universities and Colleges
BCIT,"Friesen, Erin, N",,84020,0,2020/2021,Universities and Colleges
BCIT,"Kary, Amy, Carme",,84068,0,2020/2021,Universities and Colleges
BCIT,"So, Janet",,84082,1948,2020/2021,Universities and Colleges
BCIT,"Lee, Ray, Chiang",,84133,600,2020/2021,Universities and Colleges
BCIT,"Poehlke, Josh, A",,84156,0,2020/2021,Universities and Colleges
BCIT,"Mokrzycki, Andr",,84208,1251,2020/2021,Universities and Colleges
BCIT,Bretschneider,,84233,0,2020/2021,Universities and Colleges
BCIT,"Grant, Jason, Ma",,84288,0,2020/2021,Universities and Colleges
BCIT,"Dehkhoda, Amir",,84307,1616,2020/2021,Universities and Colleges
BCIT,"Maxwell, Charle",,84319,0,2020/2021,Universities and Colleges
BCIT,"Chen, Dale, Zhu",,84332,54,2020/2021,Universities and Colleges
BCIT,"Clist, Lisa",,84348,0,2020/2021,Universities and Colleges
BCIT,"Arsenault, Just",,84373,2446,2020/2021,Universities and Colleges
BCIT,"Rubalcava, Varga",,84389,0,2020/2021,Universities and Colleges
BCIT,"Tam, Jasper, Che",,84430,649,2020/2021,Universities and Colleges
BCIT,"Graziano, Bryan",,84453,1704,2020/2021,Universities and Colleges
BCIT,"Han, Wang, Hee",,84550,873,2020/2021,Universities and Colleges
BCIT,"Ranftl, Richard",,84603,0,2020/2021,Universities and Colleges
BCIT,"Leung, Lai, Man",,84625,0,2020/2021,Universities and Colleges
BCIT,"Duffy, Simon, Pa",,84656,0,2020/2021,Universities and Colleges
BCIT,"Bazargani, Pour",,84699,1604,2020/2021,Universities and Colleges
BCIT,"Wolf, Jennifer",,84722,1153,2020/2021,Universities and Colleges
BCIT,"Nadrazsky, Jacq",,84736,0,2020/2021,Universities and Colleges
BCIT,"Pogrebinsky, Ig",,84775,0,2020/2021,Universities and Colleges
BCIT,"Foote, Ian, Dona",,84866,840,2020/2021,Universities and Colleges
BCIT,"Berg, Emma",,84886,458,2020/2021,Universities and Colleges
BCIT,"Owen, Kristina",,84940,0,2020/2021,Universities and Colleges
BCIT,"Cooper, Cherie",,84966,15280,2020/2021,Universities and Colleges
BCIT,"Chan, Michael",,85006,325,2020/2021,Universities and Colleges
BCIT,"Pereira, David",,85019,298,2020/2021,Universities and Colleges
BCIT,"Lee, Alexandra",,85026,0,2020/2021,Universities and Colleges
BCIT,"Leung, Chi, Wai",,85027,0,2020/2021,Universities and Colleges
BCIT,"Young, Mei, S",,85047,62,2020/2021,Universities and Colleges
BCIT,"Rockel, Daniell",,85069,0,2020/2021,Universities and Colleges
BCIT,"Woodbridge, Ken",,85082,0,2020/2021,Universities and Colleges
BCIT,"Wood, Christoph",,85083,0,2020/2021,Universities and Colleges
BCIT,"Plesner, Karen",,85127,6202,2020/2021,Universities and Colleges
BCIT,"Peralta, Billy",,85164,0,2020/2021,Universities and Colleges
BCIT,"Nash, William, T",,85236,376,2020/2021,Universities and Colleges
BCIT,"McGuinness, Mic",,85250,0,2020/2021,Universities and Colleges
BCIT,"Mercer, Matthie",,85256,1649,2020/2021,Universities and Colleges
BCIT,"Greig, Matthew",,85309,0,2020/2021,Universities and Colleges
BCIT,"Weckworth, Pete",,85349,0,2020/2021,Universities and Colleges
BCIT,"Rowan, Edwin",,85350,0,2020/2021,Universities and Colleges
BCIT,"Bell, Donald, We",,85390,0,2020/2021,Universities and Colleges
BCIT,"Mak, Edward",,85402,0,2020/2021,Universities and Colleges
BCIT,"Parker, Jeffrey",,85459,0,2020/2021,Universities and Colleges
BCIT,"Maalej, Sirine",,85511,2599,2020/2021,Universities and Colleges
BCIT,"Chung, Ellison",,85544,74,2020/2021,Universities and Colleges
BCIT,"Salvador, Pamel",,85547,453,2020/2021,Universities and Colleges
BCIT,"Vigar, Jodie",,85568,2227,2020/2021,Universities and Colleges
BCIT,"Fentie, Lorrain",,85707,0,2020/2021,Universities and Colleges
BCIT,"McNinch, Nathan",,85774,0,2020/2021,Universities and Colleges
BCIT,"Hagberg, Christ",,85780,611,2020/2021,Universities and Colleges
BCIT,"Guicherd, Timot",,85805,0,2020/2021,Universities and Colleges
BCIT,"Yim, Jeffrey, Wa",,85822,0,2020/2021,Universities and Colleges
BCIT,"Ducharme, Lea",,85830,677,2020/2021,Universities and Colleges
BCIT,"Mustafa, Aiman",,85830,485,2020/2021,Universities and Colleges
BCIT,"Aldulea, Cristi",,85835,3656,2020/2021,Universities and Colleges
BCIT,"Jefford, Kevin",,85840,9470,2020/2021,Universities and Colleges
BCIT,"Crompton, Kelse",,85874,0,2020/2021,Universities and Colleges
BCIT,"Yasir, Areeb, So",,85894,0,2020/2021,Universities and Colleges
BCIT,"Chong, Phyllis",,85972,0,2020/2021,Universities and Colleges
BCIT,"Naidu, Keshwan",,86145,0,2020/2021,Universities and Colleges
BCIT,"Berinde, Vasile",,86151,0,2020/2021,Universities and Colleges
BCIT,"Chilibeck, Coli",,86410,0,2020/2021,Universities and Colleges
BCIT,"Culver, Charlot",,86423,3174,2020/2021,Universities and Colleges
BCIT,"Leaney, Cindy, A",,86431,0,2020/2021,Universities and Colleges
BCIT,"Griffin, Alison",,86441,860,2020/2021,Universities and Colleges
BCIT,"Carmichael, Kel",,86519,0,2020/2021,Universities and Colleges
BCIT,"Green, Karla, Mi",,86782,1762,2020/2021,Universities and Colleges
BCIT,"Kaur, Harpreet",,86820,1024,2020/2021,Universities and Colleges
BCIT,"Cairns, Kim, Pat",,86868,0,2020/2021,Universities and Colleges
BCIT,"Harper, David",,86913,0,2020/2021,Universities and Colleges
BCIT,"Whitney, Benjam",,86961,0,2020/2021,Universities and Colleges
BCIT,"Favaro, Brett",,86990,0,2020/2021,Universities and Colleges
BCIT,"Taheri, Roxana",,87036,998,2020/2021,Universities and Colleges
BCIT,"Gardiner, Chris",,87042,0,2020/2021,Universities and Colleges
BCIT,"Marcoux, Helene",,87106,3289,2020/2021,Universities and Colleges
BCIT,"Gross, Mindy, Na",,87109,0,2020/2021,Universities and Colleges
BCIT,"Merali, Zainub",,87124,1189,2020/2021,Universities and Colleges
BCIT,"Devlin, Michael",,87132,0,2020/2021,Universities and Colleges
BCIT,"Hui, Cecilia, La",,87166,172,2020/2021,Universities and Colleges
BCIT,"Luong, Ngoc, Lan",,87215,0,2020/2021,Universities and Colleges
BCIT,"Wong, Thomas, Ry",,87215,0,2020/2021,Universities and Colleges
BCIT,"Varaich, Pawand",,87230,0,2020/2021,Universities and Colleges
BCIT,"Leonard, Shanno",,87240,0,2020/2021,Universities and Colleges
BCIT,"Emmett, Cheryl",,87247,7303,2020/2021,Universities and Colleges
BCIT,"Ramazzini, Sora",,87290,492,2020/2021,Universities and Colleges
BCIT,"Liu, Chao-Chung",,87305,0,2020/2021,Universities and Colleges
BCIT,"Panduri, Gisell",,87343,0,2020/2021,Universities and Colleges
BCIT,"Johnson, Jeremy",,87416,0,2020/2021,Universities and Colleges
BCIT,"Seixas, Castela",,87462,4288,2020/2021,Universities and Colleges
BCIT,"Egert, Amanda, G",,87734,3466,2020/2021,Universities and Colleges
BCIT,"Haire, Richard",,87769,0,2020/2021,Universities and Colleges
BCIT,"Wolf, Deborah, A",,87783,4200,2020/2021,Universities and Colleges
BCIT,"Brocklehurst, D",,87876,2179,2020/2021,Universities and Colleges
BCIT,"Presta, Jessica",,87936,0,2020/2021,Universities and Colleges
BCIT,"Javadi, Seyed, M",,87970,0,2020/2021,Universities and Colleges
BCIT,"Chiang, Te, Hsin",,87992,3508,2020/2021,Universities and Colleges
BCIT,"Turner, Donna, E",,88027,0,2020/2021,Universities and Colleges
BCIT,"Picher, Melissa",,88321,0,2020/2021,Universities and Colleges
BCIT,"Motilewa, Debor",,88376,0,2020/2021,Universities and Colleges
BCIT,"Bennett, Robbyn",,88441,1995,2020/2021,Universities and Colleges
BCIT,"Shahabi, Bahare",,88442,4730,2020/2021,Universities and Colleges
BCIT,"Berrington, Dav",,88485,1418,2020/2021,Universities and Colleges
BCIT,"Bielenberg, Jan",,88486,3871,2020/2021,Universities and Colleges
BCIT,"Guichon, Patric",,88486,0,2020/2021,Universities and Colleges
BCIT,"Hreich, Panagiot",,88556,1145,2020/2021,Universities and Colleges
BCIT,"Khramov, Alexan",,88569,0,2020/2021,Universities and Colleges
BCIT,"Ogden, Stephen",,88674,0,2020/2021,Universities and Colleges
BCIT,"Abdelhamid, You",,88690,1136,2020/2021,Universities and Colleges
BCIT,"Lopes, Lemos, Le",,88718,0,2020/2021,Universities and Colleges
BCIT,"Fairey, Kathlee",,88720,2768,2020/2021,Universities and Colleges
BCIT,"Johnson, Kent, N",,88782,0,2020/2021,Universities and Colleges
BCIT,"Khezrzadeh, Mar",,88785,0,2020/2021,Universities and Colleges
BCIT,"Helm, Uwe",,88856,18032,2020/2021,Universities and Colleges
BCIT,"Eliades, Carly",,88875,0,2020/2021,Universities and Colleges
BCIT,"L'Esperance, Br",,88875,4085,2020/2021,Universities and Colleges
BCIT,"Martin, Vanessa",,88875,0,2020/2021,Universities and Colleges
BCIT,"Wadge, Soizic",,88875,0,2020/2021,Universities and Colleges
BCIT,"Doyon, Marie, An",,88893,326,2020/2021,Universities and Colleges
BCIT,"Woo, Robyn, Loui",,88918,3718,2020/2021,Universities and Colleges
BCIT,"Dube, Darryl, Do",,88984,1604,2020/2021,Universities and Colleges
BCIT,"Nelson, Sarah",,89007,0,2020/2021,Universities and Colleges
BCIT,"Jamal, Naifin",,89156,338,2020/2021,Universities and Colleges
BCIT,"Harris, Mandy, D",,89165,0,2020/2021,Universities and Colleges
BCIT,"Mafi, Elmira",,89281,0,2020/2021,Universities and Colleges
BCIT,"Schultz, Jeff, T",,89500,0,2020/2021,Universities and Colleges
BCIT,"Gatchalian, Ger",,89529,0,2020/2021,Universities and Colleges
BCIT,"Zandhabibi, Hou",,89590,0,2020/2021,Universities and Colleges
BCIT,"Denike, Jaime",,89624,0,2020/2021,Universities and Colleges
BCIT,"Lowe, Michael, A",,89666,0,2020/2021,Universities and Colleges
BCIT,"Gowans, Lisa, Al",,89753,0,2020/2021,Universities and Colleges
BCIT,"Mutis, Catherin",,89759,1012,2020/2021,Universities and Colleges
BCIT,"Nevard, Jon, Dou",,89765,0,2020/2021,Universities and Colleges
BCIT,"Lazarus, Benjam",,89770,0,2020/2021,Universities and Colleges
BCIT,"Jaggernath, Car",,89789,0,2020/2021,Universities and Colleges
BCIT,"Patterson, Jody",,89904,0,2020/2021,Universities and Colleges
BCIT,"Dixon, Scott",,89934,0,2020/2021,Universities and Colleges
BCIT,"Kaneko, Ken",,89944,0,2020/2021,Universities and Colleges
BCIT,"Mojarrab, Abbas",,90006,0,2020/2021,Universities and Colleges
BCIT,"Magliery, Thoma",,90047,0,2020/2021,Universities and Colleges
BCIT,"Thomas, Heather",,90072,0,2020/2021,Universities and Colleges
BCIT,"Kurji, Zahra",,90093,1771,2020/2021,Universities and Colleges
BCIT,"Stewart, Ronald",,90125,0,2020/2021,Universities and Colleges
BCIT,"Wills, Anita, Su",,90127,0,2020/2021,Universities and Colleges
BCIT,"Nakamura, Mark",,90133,9098,2020/2021,Universities and Colleges
BCIT,"Clark, Heather",,90156,2135,2020/2021,Universities and Colleges
BCIT,"Butterworth, Ch",,90185,0,2020/2021,Universities and Colleges
BCIT,"Barnes, Elspeth",,90206,1471,2020/2021,Universities and Colleges
BCIT,"Strange, Martin",,90212,376,2020/2021,Universities and Colleges
BCIT,"Parliament, Deb",,90249,35,2020/2021,Universities and Colleges
BCIT,"Cliff, Andrew",,90294,0,2020/2021,Universities and Colleges
BCIT,"Smyth, Jonathan",,90357,2210,2020/2021,Universities and Colleges
BCIT,"Hofler, Connor",,90474,0,2020/2021,Universities and Colleges
BCIT,"Plavcic, Ana, Ma",,90822,0,2020/2021,Universities and Colleges
BCIT,"Nath, Rohitendr",,90886,1862,2020/2021,Universities and Colleges
BCIT,"Farquhar, Thoms",,90887,0,2020/2021,Universities and Colleges
BCIT,"Mattie, Johanne",,91052,1068,2020/2021,Universities and Colleges
BCIT,"Jansen, van, Rens",,91106,1530,2020/2021,Universities and Colleges
BCIT,"Argo, Brent, Jam",,91114,0,2020/2021,Universities and Colleges
BCIT,"Ives, Kim",,91127,0,2020/2021,Universities and Colleges
BCIT,"Wang, Hao",,91147,0,2020/2021,Universities and Colleges
BCIT,"Moore, Jason, Ni",,91235,701,2020/2021,Universities and Colleges
BCIT,"Saare, Tom, A",,91313,3085,2020/2021,Universities and Colleges
BCIT,"Bukata, Mark, Wi",,91324,0,2020/2021,Universities and Colleges
BCIT,"Aibin, Anna",,91498,1548,2020/2021,Universities and Colleges
BCIT,"Scutt, Greg",,91750,890,2020/2021,Universities and Colleges
BCIT,"Vukic, Heidi, Ly",,91763,0,2020/2021,Universities and Colleges
BCIT,"Ambrose, Cather",,91771,6126,2020/2021,Universities and Colleges
BCIT,"Ferros, Scott",,91807,0,2020/2021,Universities and Colleges
BCIT,"MacPhee, Michae",,91807,0,2020/2021,Universities and Colleges
BCIT,"Jackson, Andrew",,91811,0,2020/2021,Universities and Colleges
