Agency,Name,Position,Remuneration,Expenses,Year,Sector
Vancouver Island Health,"Allen, Lexi",,89043,0,2020/2021,Health authorities
Vancouver Island Health,"Allen, Lori E",,109620,0,2020/2021,Health authorities
Vancouver Island Health,"Allen, Lynene M",,79624,141,2020/2021,Health authorities
Vancouver Island Health,"Allen, Rory F",,93427,0,2020/2021,Health authorities
Vancouver Island Health,"Allen, Shaelyn A",,95235,0,2020/2021,Health authorities
Vancouver Island Health,"Allen, Skye E",,104915,0,2020/2021,Health authorities
Vancouver Island Health,"Allennewman, Jordie E",,87308,859,2020/2021,Health authorities
Vancouver Island Health,"Allerdings, Leah",,82295,923,2020/2021,Health authorities
Vancouver Island Health,"Allin, Karen N",,83766,0,2020/2021,Health authorities
Vancouver Island Health,"Allison, Jessi N",,78583,0,2020/2021,Health authorities
Vancouver Island Health,"Allison, Sandra J",,131354,16421,2020/2021,Health authorities
Vancouver Island Health,"Almasco, Eleonor S",,90416,0,2020/2021,Health authorities
Vancouver Island Health,"Almasco, Francis V",,94390,8319,2020/2021,Health authorities
Vancouver Island Health,"Almeida, Gina M",,83658,0,2020/2021,Health authorities
Vancouver Island Health,"Almiranteethier, Floramae",,77678,0,2020/2021,Health authorities
Vancouver Island Health,"Almond, Teresa C",,134157,0,2020/2021,Health authorities
Vancouver Island Health,"Alonzo, Gina S",,166389,10363,2020/2021,Health authorities
Vancouver Island Health,"Altmiks, Jordan R",,87352,61,2020/2021,Health authorities
Vancouver Island Health,"Alvarez, Michelle L",,82765,201,2020/2021,Health authorities
Vancouver Island Health,"Alvarezfleites, Armando",,94898,0,2020/2021,Health authorities
Vancouver Island Health,"Amar, Nemia D",,96524,2276,2020/2021,Health authorities
Vancouver Island Health,"Ambrose, Christine A",,79927,312,2020/2021,Health authorities
Vancouver Island Health,"Ames, Devin",,82815,0,2020/2021,Health authorities
Vancouver Island Health,"Amin, Dashna",,101184,183,2020/2021,Health authorities
Vancouver Island Health,"Amini, Kathrin",,81742,7686,2020/2021,Health authorities
Vancouver Island Health,"Amino, Helda D",,77131,0,2020/2021,Health authorities
Vancouver Island Health,"Amiri, Misha N",,97636,0,2020/2021,Health authorities
Vancouver Island Health,"Amol, Miguelita",,98326,0,2020/2021,Health authorities
Vancouver Island Health,"Amos, Martina Y",,100272,0,2020/2021,Health authorities
Vancouver Island Health,"Amos, Vanessa",,87779,69,2020/2021,Health authorities
Vancouver Island Health,"Amyotte, Taryn",,76818,0,2020/2021,Health authorities
Vancouver Island Health,"An, Yuxin Ann",,88749,0,2020/2021,Health authorities
Vancouver Island Health,"Anany, Rebecca Eo",,89903,0,2020/2021,Health authorities
Vancouver Island Health,"Andawi, Michelle",,96075,0,2020/2021,Health authorities
Vancouver Island Health,"Anderberg, Candy",,77211,745,2020/2021,Health authorities
Vancouver Island Health,"Andersen, Irma J",,93720,24,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Amelia C",,83639,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Brian J",,88973,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Colleen",,88642,464,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Dean",,166798,2545,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Elisha R",,82117,1500,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Emily",,92676,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Holly C",,94624,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Jennifer",,89977,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Laurel A",,99336,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Marie B",,163170,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Megan H",,89018,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Melissa A",,89524,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Nicola",,78308,3599,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Sharon M",,101918,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Sheryl",,108210,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Stephanie A",,106786,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Susan E",,86943,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Theresa A",,75945,2723,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Whitney",,83218,0,2020/2021,Health authorities
Vancouver Island Health,"Anderson, Zachary C",,76691,1306,2020/2021,Health authorities
Vancouver Island Health,"Andre, Jennifer L",,105071,0,2020/2021,Health authorities
Vancouver Island Health,"Andreasen, Megan",,91260,0,2020/2021,Health authorities
Vancouver Island Health,"Andrew, Gavin",,76488,1167,2020/2021,Health authorities
Vancouver Island Health,"Andrew, Joanne K",,115742,668,2020/2021,Health authorities
Vancouver Island Health,"Andrew, Kalee A",,91742,0,2020/2021,Health authorities
Vancouver Island Health,"Andrews, Cathy M",,99009,1105,2020/2021,Health authorities
Vancouver Island Health,"Andrews, Julie A",,103094,0,2020/2021,Health authorities
Vancouver Island Health,"Andrews, Melissa Lynn",,97536,137,2020/2021,Health authorities
Vancouver Island Health,"Andrews, Sharon E",,87043,0,2020/2021,Health authorities
Vancouver Island Health,"Andrewswittman, Melinda M",,102269,153,2020/2021,Health authorities
Vancouver Island Health,"Andrist, Chelsea L",,80365,0,2020/2021,Health authorities
Vancouver Island Health,"Andrushchenko, Carrie D",,102910,0,2020/2021,Health authorities
Vancouver Island Health,"Anglin, Jonathan",,80118,0,2020/2021,Health authorities
Vancouver Island Health,"Angus, James W",,143389,1210,2020/2021,Health authorities
Vancouver Island Health,"Angus, Jennifer L",,90468,955,2020/2021,Health authorities
Vancouver Island Health,"Angus, Rosemary C",,109846,0,2020/2021,Health authorities
Vancouver Island Health,"Annand, Jennifer N",,106027,666,2020/2021,Health authorities
Vancouver Island Health,"Anscombe, Leah A",,189438,104,2020/2021,Health authorities
Vancouver Island Health,"Ansley, Tanya R",,92039,0,2020/2021,Health authorities
Vancouver Island Health,"Antalan, Jumaharlyn M",,83437,0,2020/2021,Health authorities
Vancouver Island Health,"Antero, Viviana G",,93135,0,2020/2021,Health authorities
Vancouver Island Health,"Anthonisen, Cecille M",,115703,0,2020/2021,Health authorities
Vancouver Island Health,"Anthony, Kathleen E",,106079,3769,2020/2021,Health authorities
Vancouver Island Health,"Anthony, Sarah",,75427,0,2020/2021,Health authorities
Vancouver Island Health,"Anthony, Wendy L",,86222,622,2020/2021,Health authorities
Vancouver Island Health,"Antonio, Miguel",,100122,1468,2020/2021,Health authorities
Vancouver Island Health,"Antoniuk, Kelly",,99868,0,2020/2021,Health authorities
Vancouver Island Health,"Antyufeeva, Inna",,81123,0,2020/2021,Health authorities
Vancouver Island Health,"Anza, Ederlene A",,114126,0,2020/2021,Health authorities
Vancouver Island Health,"Aoki, Amanda",,88282,0,2020/2021,Health authorities
Vancouver Island Health,"Apolonio, Pedro Roy F",,108231,14,2020/2021,Health authorities
Vancouver Island Health,"Apostol, Sonia B",,90939,0,2020/2021,Health authorities
Vancouver Island Health,"Apps, Brenda J",,79384,0,2020/2021,Health authorities
Vancouver Island Health,"Aquino, Armi J",,101796,0,2020/2021,Health authorities
Vancouver Island Health,"Aquino, Clifford K",,98354,0,2020/2021,Health authorities
Vancouver Island Health,"Aranas, Charito B",,107378,1769,2020/2021,Health authorities
Vancouver Island Health,"Aranda, Catherine N",,120697,0,2020/2021,Health authorities
Vancouver Island Health,"Arauz, Jimmy S",,91090,0,2020/2021,Health authorities
Vancouver Island Health,"Araya, Kimberlee A",,80908,256,2020/2021,Health authorities
Vancouver Island Health,"Arceno, Jennie Claire A",,92598,0,2020/2021,Health authorities
Vancouver Island Health,"Archer, Corrie D",,80470,4356,2020/2021,Health authorities
Vancouver Island Health,"Archer, Jana F",,106432,583,2020/2021,Health authorities
Vancouver Island Health,"Archer, Lana K",,82307,348,2020/2021,Health authorities
Vancouver Island Health,"Archer, Lisa D",,92757,0,2020/2021,Health authorities
Vancouver Island Health,"Archer, Madison",,83308,0,2020/2021,Health authorities
Vancouver Island Health,"Archer, Marie K",,103630,0,2020/2021,Health authorities
Vancouver Island Health,"Archibald, Leah V",,114243,0,2020/2021,Health authorities
Vancouver Island Health,"Arden, Tamarra A",,79237,360,2020/2021,Health authorities
Vancouver Island Health,"Ardron, Rebecca C",,106757,50,2020/2021,Health authorities
Vancouver Island Health,"Arduini, Trevor",,101677,0,2020/2021,Health authorities
Vancouver Island Health,"Arendt, Katherine R",,83434,164,2020/2021,Health authorities
Vancouver Island Health,"Arfield, Wendy A",,86288,25,2020/2021,Health authorities
Vancouver Island Health,"Aristizabal, Ruben",,77182,0,2020/2021,Health authorities
Vancouver Island Health,"Arlottiwood, Christie",,79185,0,2020/2021,Health authorities
Vancouver Island Health,"Armfelttrani, Annett",,78145,0,2020/2021,Health authorities
Vancouver Island Health,"Armour, Catherine L",,100578,1518,2020/2021,Health authorities
Vancouver Island Health,"Armstrong, Cheryl Al",,89328,261,2020/2021,Health authorities
Vancouver Island Health,"Armstrong, Melissa N",,84834,395,2020/2021,Health authorities
Vancouver Island Health,"Armstrong, Michael C",,83140,137,2020/2021,Health authorities
Vancouver Island Health,"Arndt, Caroleanne",,90538,0,2020/2021,Health authorities
Vancouver Island Health,"Arndt, Douglas R",,152390,564,2020/2021,Health authorities
Vancouver Island Health,"Arnstein, Aharon",,121989,299,2020/2021,Health authorities
Vancouver Island Health,"Aro, Anna P",,101977,7500,2020/2021,Health authorities
Vancouver Island Health,"Aro, Juan Paolo",,114518,387,2020/2021,Health authorities
Vancouver Island Health,"Arrowsmith, Osman K",,81309,2830,2020/2021,Health authorities
Vancouver Island Health,"Arruda, Elizabeth M",,80411,0,2020/2021,Health authorities
Vancouver Island Health,"Arsenault, Shauna",,82422,1361,2020/2021,Health authorities
Vancouver Island Health,"Arthurs, Meghan C",,122482,335,2020/2021,Health authorities
Vancouver Island Health,"Asada, Michele H",,79298,462,2020/2021,Health authorities
Vancouver Island Health,"Ashcroft, Robyn G",,97424,0,2020/2021,Health authorities
Vancouver Island Health,"Ashley, Danica M",,83406,0,2020/2021,Health authorities
Vancouver Island Health,"Ashlie, Carllie",,90765,0,2020/2021,Health authorities
Vancouver Island Health,"Ashton, Wendy",,139279,1879,2020/2021,Health authorities
Vancouver Island Health,"Ashworth, Valerie A",,101246,421,2020/2021,Health authorities
Vancouver Island Health,"Askew, Laurie L",,98795,0,2020/2021,Health authorities
Vancouver Island Health,"Askey, Jennifer M",,77187,0,2020/2021,Health authorities
Vancouver Island Health,"Aspelund, Dennise",,98777,66,2020/2021,Health authorities
Vancouver Island Health,"Aspen, Erika P",,89900,0,2020/2021,Health authorities
Vancouver Island Health,"Asplin, Rachel S",,99729,0,2020/2021,Health authorities
Vancouver Island Health,"Asselin, Kristen L",,91211,137,2020/2021,Health authorities
Vancouver Island Health,"Astrakhantsev, Pavel",,80745,1773,2020/2021,Health authorities
Vancouver Island Health,"Atagi, Jane L",,89012,0,2020/2021,Health authorities
Vancouver Island Health,"Atashband, Saeed",,104845,567,2020/2021,Health authorities
Vancouver Island Health,"Atchison, Sarah",,108373,0,2020/2021,Health authorities
Vancouver Island Health,"Atherton, Emily",,80331,0,2020/2021,Health authorities
Vancouver Island Health,"Atherton, Meghan E",,104947,0,2020/2021,Health authorities
Vancouver Island Health,"Atherton, Trevor W",,78832,0,2020/2021,Health authorities
Vancouver Island Health,"Atkin, Judith K",,85235,565,2020/2021,Health authorities
Vancouver Island Health,"Atkins, Jenna",,86835,0,2020/2021,Health authorities
Vancouver Island Health,"Atkinson, Emily Ms",,87777,0,2020/2021,Health authorities
Vancouver Island Health,"Atkinson, Jennifer K",,76482,0,2020/2021,Health authorities
Vancouver Island Health,"Atkinson, Lorinda",,96084,0,2020/2021,Health authorities
Vancouver Island Health,"Atkinson, Shawna C",,179192,0,2020/2021,Health authorities
Vancouver Island Health,"Attig, Richelle K",,94924,0,2020/2021,Health authorities
Vancouver Island Health,"Attorp, Lauren F",,109646,0,2020/2021,Health authorities
Vancouver Island Health,"Atumpa, Merliza",,98341,0,2020/2021,Health authorities
Vancouver Island Health,"Atwal, Ranjot K",,81062,56,2020/2021,Health authorities
Vancouver Island Health,"Au Yeung, Hin Mui",,171179,1470,2020/2021,Health authorities
Vancouver Island Health,"Auld, Fiona",,87066,583,2020/2021,Health authorities
Vancouver Island Health,"Ausland, Kari L",,98174,0,2020/2021,Health authorities
Vancouver Island Health,"Aussem, Roberta M",,99694,233,2020/2021,Health authorities
Vancouver Island Health,"Austin, Wendy L",,110905,0,2020/2021,Health authorities
Vancouver Island Health,"Avcil, Janette T",,144500,0,2020/2021,Health authorities
Vancouver Island Health,"Avelino, Paolo C",,127441,0,2020/2021,Health authorities
Vancouver Island Health,"Avery, Frances L",,98204,428,2020/2021,Health authorities
Vancouver Island Health,"Awai, Robert",,93740,233,2020/2021,Health authorities
Vancouver Island Health,"Axon, David",,112770,0,2020/2021,Health authorities
Vancouver Island Health,"Ayan, Nooshin",,152347,0,2020/2021,Health authorities
Vancouver Island Health,"Aycocho, Roushel",,94065,0,2020/2021,Health authorities
Vancouver Island Health,"Ayyotdivakara, Meghana",,83440,0,2020/2021,Health authorities
Vancouver Island Health,"Azarcon, Leonila D",,76698,0,2020/2021,Health authorities
Vancouver Island Health,"Azizi, Aefat",,82788,1568,2020/2021,Health authorities
Vancouver Island Health,"Azizi, Nemat",,105798,2570,2020/2021,Health authorities
Vancouver Island Health,"Babagay, Rosel O",,106816,0,2020/2021,Health authorities
Vancouver Island Health,"Babcock, Kelsey M",,101116,0,2020/2021,Health authorities
Vancouver Island Health,"Babcock, Marie G",,77971,0,2020/2021,Health authorities
Vancouver Island Health,"Babiy, Alyce C",,113027,0,2020/2021,Health authorities
Vancouver Island Health,"Bachman, Claudia A",,88863,0,2020/2021,Health authorities
Vancouver Island Health,"Bachor, Brian D",,99641,0,2020/2021,Health authorities
Vancouver Island Health,"Bachus, Jocelyn Michelle",,87815,288,2020/2021,Health authorities
Vancouver Island Health,"Backstrom, Katie A",,89922,0,2020/2021,Health authorities
Vancouver Island Health,"Backx, Teresa",,131230,1489,2020/2021,Health authorities
Vancouver Island Health,"Bacon, Erika L",,111995,0,2020/2021,Health authorities
Vancouver Island Health,"Bacon, Michelle H",,77355,303,2020/2021,Health authorities
Vancouver Island Health,"Bada, Olena O",,118556,0,2020/2021,Health authorities
Vancouver Island Health,"Badger, Margaret A",,91814,0,2020/2021,Health authorities
Vancouver Island Health,"Baek, Mikyung M",,93829,220,2020/2021,Health authorities
Vancouver Island Health,"Baerg, Allison",,101236,0,2020/2021,Health authorities
Vancouver Island Health,"Baess, Edward",,109692,0,2020/2021,Health authorities
Vancouver Island Health,"Bahan, Kelly",,88389,0,2020/2021,Health authorities
Vancouver Island Health,"Bai, Dong",,87590,0,2020/2021,Health authorities
Vancouver Island Health,"Baier, Janet L",,107494,5,2020/2021,Health authorities
Vancouver Island Health,"Baikie, Janice M",,97009,0,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Caroline L",,77615,0,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Catherine J",,120969,726,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Christina V",,93660,0,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Francis Joel",,108791,3749,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Lana C",,89790,469,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Makayla A",,106388,7725,2020/2021,Health authorities
Vancouver Island Health,"Bailey, Tessa",,87782,0,2020/2021,Health authorities
Vancouver Island Health,"Baileysmith, Jamie",,87438,0,2020/2021,Health authorities
Vancouver Island Health,"Bain, Angela D",,80883,0,2020/2021,Health authorities
Vancouver Island Health,"Bain, Lee Ann C",,107921,0,2020/2021,Health authorities
Vancouver Island Health,"Bain, Pamela R",,94735,593,2020/2021,Health authorities
Vancouver Island Health,"Bain, Sarah A",,92773,0,2020/2021,Health authorities
Vancouver Island Health,"Baines, Joanne",,109989,0,2020/2021,Health authorities
Vancouver Island Health,"Bains, Bindy",,144120,342,2020/2021,Health authorities
Vancouver Island Health,"Bains, Darshan J",,78473,199,2020/2021,Health authorities
Vancouver Island Health,"Bains, Soni",,120078,2270,2020/2021,Health authorities
Vancouver Island Health,"Baird, Amanda L",,85053,0,2020/2021,Health authorities
Vancouver Island Health,"Baisiljoice, Mini",,164414,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Bayley G",,87232,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Christine N",,101900,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Corryn",,97728,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Gail L",,86337,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Jody E",,110865,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, John",,103167,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Karen H",,87271,420,2020/2021,Health authorities
Vancouver Island Health,"Baker, Kathryn M",,95868,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Kristina L",,81292,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Lisa M",,80375,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Margaret",,88017,0,2020/2021,Health authorities
Vancouver Island Health,"Baker, Nancy R",,88234,16,2020/2021,Health authorities
Vancouver Island Health,"Baker, Valerie M",,75568,0,2020/2021,Health authorities
Vancouver Island Health,"Bakker, Kimberly",,103335,0,2020/2021,Health authorities
Vancouver Island Health,"Bakker, Leanna",,91473,351,2020/2021,Health authorities
Vancouver Island Health,"Bakker, Lisa A",,81128,0,2020/2021,Health authorities
Vancouver Island Health,"Balabat, Grace B",,84498,6630,2020/2021,Health authorities
Vancouver Island Health,"Balabuch, Sarah J",,112270,0,2020/2021,Health authorities
Vancouver Island Health,"Balaiah, Shylander",,79803,0,2020/2021,Health authorities
Vancouver Island Health,"Balam, Bonnie L",,194238,0,2020/2021,Health authorities
Vancouver Island Health,"Baldazo, Francine M",,76584,0,2020/2021,Health authorities
Vancouver Island Health,"Balderston, Jeffrey G",,96068,0,2020/2021,Health authorities
Vancouver Island Health,"Baldini, Kerry J",,82597,1112,2020/2021,Health authorities
Vancouver Island Health,"Balducci, Joy S",,79319,0,2020/2021,Health authorities
Vancouver Island Health,"Baldwin, Carrie M",,84269,275,2020/2021,Health authorities
Vancouver Island Health,"Bali, Laureen J",,127193,0,2020/2021,Health authorities
Vancouver Island Health,"Balidiong, Sandy",,85747,0,2020/2021,Health authorities
Vancouver Island Health,"Ball, Gordon R",,101383,0,2020/2021,Health authorities
Vancouver Island Health,"Balladares, Alma L",,78910,0,2020/2021,Health authorities
Vancouver Island Health,"Ballantyne, Shannon H",,77502,0,2020/2021,Health authorities
Vancouver Island Health,"Ballard, Anneliese C",,77495,0,2020/2021,Health authorities
Vancouver Island Health,"Ballard, Erin",,75271,0,2020/2021,Health authorities
Vancouver Island Health,"Ballesteros, Elsa L",,110040,0,2020/2021,Health authorities
Vancouver Island Health,"Ballesteros, June P",,78795,1776,2020/2021,Health authorities
Vancouver Island Health,"Ballinger, Marilou M",,96567,0,2020/2021,Health authorities
Vancouver Island Health,"Balsam, Sarah A",,88353,0,2020/2021,Health authorities
Vancouver Island Health,"Baltus, Alyssa Ea",,87614,0,2020/2021,Health authorities
Vancouver Island Health,"Balzer, Olga",,78687,0,2020/2021,Health authorities
Vancouver Island Health,"Bambi, Jonas Y",,88093,0,2020/2021,Health authorities
Vancouver Island Health,"Bamford, Kristin J",,103671,0,2020/2021,Health authorities
Vancouver Island Health,"Bamford, Michelle J",,107146,1340,2020/2021,Health authorities
Vancouver Island Health,"Banas, Annmarie S",,75371,0,2020/2021,Health authorities
Vancouver Island Health,"Banasch, Laurie",,91415,0,2020/2021,Health authorities
Vancouver Island Health,"Bancoro, Melinda S",,151262,0,2020/2021,Health authorities
Vancouver Island Health,"Bandechha, Ropinder",,81172,651,2020/2021,Health authorities
Vancouver Island Health,"Bandonil, Teodora R",,77385,0,2020/2021,Health authorities
Vancouver Island Health,"Bandonill, Maritess R",,105077,132,2020/2021,Health authorities
Vancouver Island Health,"Banfield, Kimberly",,101326,0,2020/2021,Health authorities
Vancouver Island Health,"Banks, Amanda Ck",,80518,0,2020/2021,Health authorities
Vancouver Island Health,"Banks, Courtney",,81991,0,2020/2021,Health authorities
Vancouver Island Health,"Banman, Christine E",,105669,0,2020/2021,Health authorities
Vancouver Island Health,"Bannarmartin, Sophie",,104991,0,2020/2021,Health authorities
Vancouver Island Health,"Bannatyne, Kristine",,96599,8600,2020/2021,Health authorities
Vancouver Island Health,"Barak, Jessica",,92488,0,2020/2021,Health authorities
Vancouver Island Health,"Baratta, Joseph M",,78208,562,2020/2021,Health authorities
Vancouver Island Health,"Baratto, Julia G",,117092,1144,2020/2021,Health authorities
Vancouver Island Health,"Barber, Carolyn",,87568,0,2020/2021,Health authorities
Vancouver Island Health,"Barber, Daniel M",,101723,0,2020/2021,Health authorities
Vancouver Island Health,"Barber, Karleen",,83583,0,2020/2021,Health authorities
Vancouver Island Health,"Barber, Nicole B",,75108,0,2020/2021,Health authorities
Vancouver Island Health,"Barbulak, Wendy P",,88104,171,2020/2021,Health authorities
Vancouver Island Health,"Barcelo, Carmela",,114578,0,2020/2021,Health authorities
Vancouver Island Health,"Barclay, Amanda D",,249431,3665,2020/2021,Health authorities
Vancouver Island Health,"Bard, Lauren Pm",,87385,559,2020/2021,Health authorities
Vancouver Island Health,"Barker, Leslie P",,76017,262,2020/2021,Health authorities
Vancouver Island Health,"Barker, Sammi S",,101452,0,2020/2021,Health authorities
Vancouver Island Health,"Barkerhernandez, Heizel P",,76189,5,2020/2021,Health authorities
Vancouver Island Health,"Barlahan, Andres B",,84038,0,2020/2021,Health authorities
